idsensore,tipologia,unit_dimisura,idstazione,nomestazione,quota,provincia,datastart,storico,cgb_nord,cgb_est,lng,lat,location,:@computed_region_af5v_nc64,datastop
32345,Radiazione Globale,W/m²,1359,Breno Lago Della Vacca,2410,BS,2017-07-11T00:00:00.000,N,5090337,611798,10.44272870,45.95749967,"{'type': 'Point', 'coordinates': [10.4427287, 45.95749967]}",7,
8124,Livello Idrometrico,cm,867,Caslino d'Erba v. 4 novembre,427,CO,1998-07-24T00:00:00.000,N,5075784,518046,9.23237261,45.83539031,"{'type': 'Point', 'coordinates': [9.23237261, 45.83539031]}",3,
8202,Temperatura,°C,858,Santa Margherita di Staffora Casanova,575,PV,2003-01-01T00:00:00.000,N,4957210,518916,9.23905083,44.76803261,"{'type': 'Point', 'coordinates': [9.23905083, 44.76803261]}",6,
22026,Umidità Relativa,%,1891,Porto Valtravaglia San Michele,875,VA,2020-01-30T00:00:00.000,N,5087930,477812,8.71373858,45.94458167,"{'type': 'Point', 'coordinates': [8.71373858, 45.94458167]}",3,
7029,Temperatura,°C,687,Ferno v.Di Dio,215,VA,2006-11-05T00:00:00.000,N,5051773,481053,8.75697656,45.61924753,"{'type': 'Point', 'coordinates': [8.75697656, 45.61924753]}",3,
8006,Precipitazione,mm,856,Fortunago,501,PV,1998-01-01T00:00:00.000,N,4973248,515391,9.19499417,44.91250111,"{'type': 'Point', 'coordinates': [9.19499417, 44.91250111]}",6,
8222,Precipitazione,mm,816,Sermide e Felonica SP 91,10,MN,2003-07-10T00:00:00.000,N,4987208,680433,11.28993625,45.01536422,"{'type': 'Point', 'coordinates': [11.28993625, 45.01536422]}",,
17511,Radiazione Globale,W/m²,856,Fortunago,501,PV,2018-10-21T00:00:00.000,N,4973248,515391,9.19499417,44.91250111,"{'type': 'Point', 'coordinates': [9.19499417, 44.91250111]}",6,
5920,Temperatura,°C,503,Milano P.zza Zavattari,122,MI,1989-01-01T00:00:00.000,N,5035847,511082,9.14178666,45.47606529,"{'type': 'Point', 'coordinates': [9.14178666, 45.47606529]}",8,
14648,Umidità Relativa,%,1382,Veddasca Monte Cadrigna,1302,VA,2013-07-19T00:00:00.000,N,5102054,482122,8.76881513,46.07182708,"{'type': 'Point', 'coordinates': [8.76881513, 46.07182708]}",3,
10787,Velocità Vento,m/s,1266,Bertonico v.Moro,65,LO,2022-04-12T00:00:00.000,N,5009105,552297,9.66625758,45.23349689,"{'type': 'Point', 'coordinates': [9.66625758, 45.23349689]}",8,
9386,Umidità Relativa,%,1221,Casnigo Campo Sportivo,502,BG,2008-12-18T00:00:00.000,N,5073453,567252,9.86559107,45.81136488,"{'type': 'Point', 'coordinates': [9.86559107, 45.81136488]}",1,
4022,Direzione Vento,°,142,Caiolo,274,SO,2002-05-24T00:00:00.000,N,5111566,561195,9.79251888,46.15492316,"{'type': 'Point', 'coordinates': [9.79251888, 46.15492316]}",7,
14148,Radiazione Globale,W/m²,1325,Collio Memmo,1069,BS,2012-04-18T00:00:00.000,N,5073930,602209,10.31552778,45.81136111,"{'type': 'Point', 'coordinates': [10.31552778, 45.81136111]}",2,
19354,Temperatura,°C,1561,Porto Ceresio campo sportivo,275,VA,2016-12-23T00:00:00.000,N,5082687,491668,8.89259411,45.89770026,"{'type': 'Point', 'coordinates': [8.89259411, 45.89770026]}",3,
14528,Temperatura,°C,1375,Varano Borghi,241,VA,2013-03-27T00:00:00.000,N,5068133,477631,8.71232365,45.76639371,"{'type': 'Point', 'coordinates': [8.71232365, 45.76639371]}",3,
2006,Precipitazione,mm,100,Milano Lambrate,120,MI,2001-06-29T00:00:00.000,N,5038171,520120,9.25751540,45.49677982,"{'type': 'Point', 'coordinates': [9.2575154, 45.49677982]}",8,
9938,Temperatura,°C,677,Cremona Via Fatebenefratelli,43,CR,2006-04-10T00:00:00.000,N,4999315,582066,10.04384767,45.14254358,"{'type': 'Point', 'coordinates': [10.04384767, 45.14254358]}",4,
32390,Livello Idrometrico,cm,1555,Manerba del Garda Dusano,73,BS,2017-11-15T00:00:00.000,N,5044545,622300,10.56663509,45.54370100,"{'type': 'Point', 'coordinates': [10.56663509, 45.543701]}",2,
2368,Precipitazione,mm,125,Castello d'Agogna,106,PV,1990-10-17T00:00:00.000,N,5010411,476502,8.70057165,45.24680044,"{'type': 'Point', 'coordinates': [8.70057165, 45.24680044]}",6,
19333,Temperatura,°C,1551,Premana v.Luciani papa,910,LC,2015-07-08T00:00:00.000,N,5099899,532481,9.41987800,46.05190000,"{'type': 'Point', 'coordinates': [9.419878, 46.0519]}",5,
2400,Temperatura,°C,129,Capo di Ponte v.Briscioli,362,BS,2002-10-30T00:00:00.000,N,5097875,603903,10.34250260,46.02656354,"{'type': 'Point', 'coordinates': [10.3425026, 46.02656354]}",7,
8161,Precipitazione,mm,889,Torre Boldone,311,BG,2001-11-21T00:00:00.000,N,5063070,555269,9.71018546,45.71897778,"{'type': 'Point', 'coordinates': [9.71018546, 45.71897778]}",1,
14568,Temperatura,°C,1378,Tignale Oldesio,374,BS,2013-07-23T00:00:00.000,N,5065781,633895,10.72090630,45.73263930,"{'type': 'Point', 'coordinates': [10.7209063, 45.7326393]}",2,
2141,Direzione Vento,°,110,Gonzaga Palidano,22,MN,1999-03-17T00:00:00.000,N,4980052,638675,10.75828107,44.96037167,"{'type': 'Point', 'coordinates': [10.75828107, 44.96037167]}",4,
5871,Temperatura,°C,564,Erba v. Battisti,279,CO,2009-02-21T00:00:00.000,N,5072803,517232,9.22177920,45.80857380,"{'type': 'Point', 'coordinates': [9.2217792, 45.8085738]}",3,
14627,Umidità Relativa,%,1206,Cavaria con Premezzo v. Cantalupa,274,VA,2013-04-10T00:00:00.000,N,5059567,485026,8.80769797,45.68949617,"{'type': 'Point', 'coordinates': [8.80769797, 45.68949617]}",3,
8125,Livello Idrometrico,cm,869,Milano v.Feltre,127,MI,1998-07-24T00:00:00.000,N,5037597,519436,9.24873853,45.49163461,"{'type': 'Point', 'coordinates': [9.24873853, 45.49163461]}",8,
5857,Precipitazione,mm,594,Bergamo v.Goisis,290,BG,1996-07-09T00:00:00.000,N,5062715,553620,9.68896994,45.71591825,"{'type': 'Point', 'coordinates': [9.68896994, 45.71591825]}",1,
9079,Livello Idrometrico,cm,1203,Camerata Cornello via Orbrembo 37,450,BG,2004-01-01T00:00:00.000,N,5082983,551079,9.65846014,45.89852094,"{'type': 'Point', 'coordinates': [9.65846014, 45.89852094]}",1,
19007,Velocità Vento,m/s,620,Milano v.Brera,122,MI,2014-03-25T00:00:00.000,N,5035365,514782,9.18911083,45.47165828,"{'type': 'Point', 'coordinates': [9.18911083, 45.47165828]}",8,
8189,Temperatura,°C,901,Crema v.Camporelle,103,CR,2003-03-04T00:00:00.000,N,5022780,552590,9.67144061,45.35656022,"{'type': 'Point', 'coordinates': [9.67144061, 45.35656022]}",4,
9017,Temperatura,°C,1205,Molteno Cimitero,278,LC,2004-01-01T00:00:00.000,N,5069985,523872,9.30710044,45.78301922,"{'type': 'Point', 'coordinates': [9.30710044, 45.78301922]}",5,
2328,Umidità Relativa,%,123,Cavenago d'Adda,67,LO,2002-08-08T00:00:00.000,N,5013018,544138,9.56265997,45.26927396,"{'type': 'Point', 'coordinates': [9.56265997, 45.26927396]}",8,
10551,Temperatura,°C,554,Saronno v.Santuario,212,VA,2010-07-06T00:00:00.000,N,5052646,502058,9.02640138,45.62735705,"{'type': 'Point', 'coordinates': [9.02640138, 45.62735705]}",3,
14443,Precipitazione,mm,1366,Porlezza torrente,291,CO,2012-12-12T00:00:00.000,N,5098254,510895,9.14079938,46.03777316,"{'type': 'Point', 'coordinates': [9.14079938, 46.03777316]}",7,
4059,Umidità Relativa,%,147,Cinisello Balsamo Parco Nord,142,MI,2002-05-30T00:00:00.000,N,5043257,516051,9.20560341,45.54266467,"{'type': 'Point', 'coordinates': [9.20560341, 45.54266467]}",8,
14769,Umidità Relativa,%,1553,Mozzanica v.Donizetti,104,BG,2015-07-20T00:00:00.000,N,5036208,553342,9.68248866,45.47736192,"{'type': 'Point', 'coordinates': [9.68248866, 45.47736192]}",1,
8123,Temperatura,°C,867,Caslino d'Erba v. 4 novembre,427,CO,1998-07-24T00:00:00.000,N,5075784,518046,9.23237261,45.83539031,"{'type': 'Point', 'coordinates': [9.23237261, 45.83539031]}",3,
9,Precipitazione,mm,3,Sondalo Le Prese,950,SO,1987-11-24T00:00:00.000,N,5133847,604242,10.35482014,46.35017631,"{'type': 'Point', 'coordinates': [10.35482014, 46.35017631]}",7,
12712,Direzione Vento,°,125,Castello d'Agogna,106,PV,2020-05-22T00:00:00.000,N,5010411,476502,8.70057165,45.24680044,"{'type': 'Point', 'coordinates': [8.70057165, 45.24680044]}",6,
14327,Velocità Vento,m/s,166,Mantova Lunetta2 SMR,25,MN,2012-10-21T00:00:00.000,N,5002119,643358,10.82394014,45.15799358,"{'type': 'Point', 'coordinates': [10.82394014, 45.15799358]}",4,
9123,Precipitazione,mm,1209,Rota d'Imagna,674,BG,2004-01-02T00:00:00.000,N,5076380,539709,9.51135208,45.83984475,"{'type': 'Point', 'coordinates': [9.51135208, 45.83984475]}",1,
14529,Umidità Relativa,%,1375,Varano Borghi,241,VA,2013-03-27T00:00:00.000,N,5068133,477631,8.71232365,45.76639371,"{'type': 'Point', 'coordinates': [8.71232365, 45.76639371]}",3,
14205,Altezza Neve,cm,1343,Lanzada Passo Marinelli,3032,SO,2012-10-13T00:00:00.000,N,5133321,570414,9.91515411,46.34981046,"{'type': 'Point', 'coordinates': [9.91515411, 46.34981046]}",7,
9011,Temperatura,°C,1230,San Giacomo Filippo Lago Truzzo,2064,SO,2004-01-09T00:00:00.000,N,5134156,524616,9.31999148,46.36053879,"{'type': 'Point', 'coordinates': [9.31999148, 46.36053879]}",7,
9084,Livello Idrometrico,cm,1205,Molteno Cimitero,278,LC,2004-01-01T00:00:00.000,N,5069985,523872,9.30710044,45.78301922,"{'type': 'Point', 'coordinates': [9.30710044, 45.78301922]}",5,
11741,Velocità Vento,m/s,114,Landriano Cascina Marianna,88,PV,2005-09-29T00:00:00.000,N,5018600,520938,9.26715311,45.32059361,"{'type': 'Point', 'coordinates': [9.26715311, 45.32059361]}",6,
14728,Umidità Relativa,%,1545,San Siro Alpe Rescascìa,1285,CO,2014-12-30T00:00:00.000,N,5102069,518430,9.23833270,46.07194520,"{'type': 'Point', 'coordinates': [9.2383327, 46.0719452]}",7,
3118,Livello Idrometrico,cm,1425,Milano Niguarda,139,MI,2013-10-18T00:00:00.000,N,5041381,515011,9.19222420,45.52580195,"{'type': 'Point', 'coordinates': [9.1922242, 45.52580195]}",8,
11740,Velocità Vento,m/s,111,Cassina Valsassina Moggio,1234,LC,2003-02-28T00:00:00.000,N,5084512,538583,9.49750222,45.91309369,"{'type': 'Point', 'coordinates': [9.49750222, 45.91309369]}",5,
19373,Precipitazione,mm,620,Milano v.Brera,122,MI,2016-07-11T00:00:00.000,N,5035365,514782,9.18911083,45.47165828,"{'type': 'Point', 'coordinates': [9.18911083, 45.47165828]}",8,
6849,Temperatura,°C,659,Odolo v.Praes,349,BS,1990-10-08T00:00:00.000,N,5055661,608260,10.38929672,45.64605175,"{'type': 'Point', 'coordinates': [10.38929672, 45.64605175]}",2,
22571,Altezza Neve,cm,1955,Magasa Malga Corva,1244,BS,2023-11-30T00:00:00.000,N,5070236,626539,0.00000000,0.00000000,"{'type': 'Point', 'coordinates': [0, 0]}",,
2408,Precipitazione,mm,129,Capo di Ponte v.Briscioli,362,BS,2002-10-30T00:00:00.000,N,5097875,603903,10.34250260,46.02656354,"{'type': 'Point', 'coordinates': [10.3425026, 46.02656354]}",7,
9021,Temperatura,°C,1234,Osnago,234,LC,2004-01-01T00:00:00.000,N,5058312,530261,9.38855728,45.67770650,"{'type': 'Point', 'coordinates': [9.38855728, 45.6777065]}",5,
17479,Radiazione Globale,W/m²,1873,Abbiategrasso Strada Casalina,115,MI,2018-12-28T00:00:00.000,N,5026799,491367,8.88970564,45.39465495,"{'type': 'Point', 'coordinates': [8.88970564, 45.39465495]}",8,
9766,Direzione Vento,°,998,Laveno-Mombello p.zza Matteotti,207,VA,1999-06-24T00:00:00.000,N,5084109,470426,8.61868535,45.90991335,"{'type': 'Point', 'coordinates': [8.61868535, 45.90991335]}",3,
2450,Velocità Vento,m/s,133,Bema,958,SO,1993-01-01T00:00:00.000,N,5105929,544001,9.56934230,46.10552765,"{'type': 'Point', 'coordinates': [9.5693423, 46.10552765]}",7,
8227,Temperatura,°C,904,Paisco Loveno,816,BS,2003-06-20T00:00:00.000,N,5103599,600282,10.29694303,46.07861336,"{'type': 'Point', 'coordinates': [10.29694303, 46.07861336]}",7,
9813,Umidità Relativa,%,670,Mantova S.Agnese,22,MN,2004-12-30T00:00:00.000,N,5002356,641122,10.79557331,45.16057658,"{'type': 'Point', 'coordinates': [10.79557331, 45.16057658]}",4,
32413,Radiazione Globale,W/m²,1680,Vilminore di Scalve Presolana,1856,BG,2017-11-15T00:00:00.000,N,5092483,580679,10.04157800,45.98117244,"{'type': 'Point', 'coordinates': [10.041578, 45.98117244]}",1,
14121,Precipitazione,mm,1327,Milano v.Rosellini,124,MI,2012-04-02T00:00:00.000,N,5037412,515187,9.19436000,45.49007000,"{'type': 'Point', 'coordinates': [9.19436, 45.49007]}",8,
11099,Livello Idrometrico,cm,1200,Porlezza via Porto Letizia,272,CO,2011-08-04T00:00:00.000,N,5098085,508966,9.11586721,46.03628012,"{'type': 'Point', 'coordinates': [9.11586721, 46.03628012]}",7,
6158,Umidità Relativa,%,594,Bergamo v.Goisis,290,BG,1996-09-13T00:00:00.000,N,5062715,553620,9.68896994,45.71591825,"{'type': 'Point', 'coordinates': [9.68896994, 45.71591825]}",1,
8092,Temperatura,°C,832,Lanzada Palù,2151,SO,1992-01-01T00:00:00.000,N,5126972,568128,9.88452786,46.29290690,"{'type': 'Point', 'coordinates': [9.88452786, 46.2929069]}",7,
9341,Precipitazione,mm,503,Milano P.zza Zavattari,122,MI,2004-11-22T00:00:00.000,N,5035847,511082,9.14178666,45.47606529,"{'type': 'Point', 'coordinates': [9.14178666, 45.47606529]}",8,
17588,Direzione Vento,°,1889,Val Masino Merdarola,2280,SO,2019-08-01T00:00:00.000,N,5119691,544851,9.58163635,46.22931619,"{'type': 'Point', 'coordinates': [9.58163635, 46.22931619]}",7,
4055,Direzione Vento,°,146,Mezzoldo Passo S.Marco,1824,BG,2003-05-23T00:00:00.000,N,5098490,548644,9.62865186,46.03826280,"{'type': 'Point', 'coordinates': [9.62865186, 46.0382628]}",1,
14587,Temperatura,°C,1379,Gargnano,984,BS,2015-07-15T00:00:00.000,N,5065317,625847,10.61740677,45.72996009,"{'type': 'Point', 'coordinates': [10.61740677, 45.72996009]}",2,
30525,Precipitazione,mm,1509,Paderno Dugnano Palazzolo Parco Borghetto,170,MI,2014-05-21T00:00:00.000,N,5047745,512305,9.15773268,45.58313746,"{'type': 'Point', 'coordinates': [9.15773268, 45.58313746]}",8,
19282,Temperatura,°C,1513,Introbio al bivio,574,LC,2017-01-28T00:00:00.000,N,5090402,534927,9.45079990,45.96630100,"{'type': 'Point', 'coordinates': [9.4507999, 45.966301]}",5,
9760,Direzione Vento,°,847,Carona Carisole,1954,BG,1993-07-01T00:00:00.000,N,5098634,561423,9.79379959,46.03852339,"{'type': 'Point', 'coordinates': [9.79379959, 46.03852339]}",1,
9115,Precipitazione,mm,1233,Lurago Marinone,296,CO,2004-01-01T00:00:00.000,N,5061268,499092,8.98833547,45.70496503,"{'type': 'Point', 'coordinates': [8.98833547, 45.70496503]}",3,
9388,Umidità Relativa,%,1202,Vercana,980,CO,2009-02-19T00:00:00.000,N,5114303,525058,9.32468906,46.18185467,"{'type': 'Point', 'coordinates': [9.32468906, 46.18185467]}",7,
2596,Precipitazione,mm,205,Montevecchia cascina Butto,385,LC,2014-10-06T00:00:00.000,N,5061321,529882,9.38387611,45.70480511,"{'type': 'Point', 'coordinates': [9.38387611, 45.70480511]}",5,
2122,Temperatura,°C,109,Sant'Angelo Lodigiano,60,LO,1993-03-11T00:00:00.000,N,5011978,529787,9.37965968,45.26066731,"{'type': 'Point', 'coordinates': [9.37965968, 45.26066731]}",8,
9106,Precipitazione,mm,1205,Molteno Cimitero,278,LC,2004-01-01T00:00:00.000,N,5069985,523872,9.30710044,45.78301922,"{'type': 'Point', 'coordinates': [9.30710044, 45.78301922]}",5,
9003,Temperatura,°C,1212,Castione della Presolana,1180,BG,2004-01-01T00:00:00.000,N,5086647,582441,10.06332908,45.92845581,"{'type': 'Point', 'coordinates': [10.06332908, 45.92845581]}",1,
2245,Temperatura,°C,117,Edolo Ist.Meneghini,699,BS,1998-01-01T00:00:00.000,N,5114436,602920,10.33339293,46.17572375,"{'type': 'Point', 'coordinates': [10.33339293, 46.17572375]}",7,
2384,Radiazione Globale,W/m²,127,Casatenovo tetto,360,LC,2003-11-10T00:00:00.000,N,5060979,524066,9.30914481,45.70194614,"{'type': 'Point', 'coordinates': [9.30914481, 45.70194614]}",5,
14272,Velocità Vento,m/s,1346,Campodolcino Alpe Motta,1880,SO,2012-10-17T00:00:00.000,N,5141127,528341,9.36883561,46.42312151,"{'type': 'Point', 'coordinates': [9.36883561, 46.42312151]}",7,
8193,Precipitazione,mm,862,Lodi v. X Maggio,64,LO,2003-02-18T00:00:00.000,N,5018523,539869,9.50869728,45.31908319,"{'type': 'Point', 'coordinates': [9.50869728, 45.31908319]}",8,
14477,Radiazione Globale,W/m²,1367,Bagolino SP669,775,BS,2012-12-12T00:00:00.000,N,5077140,612773,10.45219900,45.83860244,"{'type': 'Point', 'coordinates': [10.452199, 45.83860244]}",2,
2111,Umidità Relativa,%,108,Samolaco v.Vignola,206,SO,1994-07-27T00:00:00.000,N,5120369,532896,9.42666579,46.23610858,"{'type': 'Point', 'coordinates': [9.42666579, 46.23610858]}",7,
4060,Radiazione Globale,W/m²,147,Cinisello Balsamo Parco Nord,142,MI,2002-05-30T00:00:00.000,N,5043257,516051,9.20560341,45.54266467,"{'type': 'Point', 'coordinates': [9.20560341, 45.54266467]}",8,
2098,Radiazione Globale,W/m²,107,Sondrio Fond.Fojanini,307,SO,2001-03-05T00:00:00.000,N,5113016,565691,9.85094015,46.16755337,"{'type': 'Point', 'coordinates': [9.85094015, 46.16755337]}",7,
4039,Direzione Vento,°,144,Madesimo Spluga,1915,SO,2004-01-12T00:00:00.000,N,5146513,526726,9.34812808,46.47166446,"{'type': 'Point', 'coordinates': [9.34812808, 46.47166446]}",7,
14299,Velocità Vento,m/s,1347,Barzio Piani di Bobbio,1713,LC,2012-10-16T00:00:00.000,N,5089669,538832,9.50113918,45.95949713,"{'type': 'Point', 'coordinates': [9.50113918, 45.95949713]}",5,
19295,Precipitazione,mm,1514,Carenno centro sportivo,633,LC,2014-07-18T00:00:00.000,N,5072042,536210,9.46596925,45.80099390,"{'type': 'Point', 'coordinates': [9.46596925, 45.8009939]}",5,
9384,Umidità Relativa,%,1210,Ranzanico,486,BG,2009-01-21T00:00:00.000,N,5070741,572525,9.93304210,45.78641993,"{'type': 'Point', 'coordinates': [9.9330421, 45.78641993]}",1,
11131,Velocità Vento,m/s,123,Cavenago d'Adda,67,LO,2002-08-28T00:00:00.000,N,5013018,544138,9.56265997,45.26927396,"{'type': 'Point', 'coordinates': [9.56265997, 45.26927396]}",8,
32401,Temperatura,°C,1680,Vilminore di Scalve Presolana,1856,BG,2017-11-15T00:00:00.000,N,5092483,580679,10.04157800,45.98117244,"{'type': 'Point', 'coordinates': [10.041578, 45.98117244]}",1,
14545,Precipitazione,mm,1376,Puegnago del Garda,291,BS,2013-04-19T00:00:00.000,N,5048460,617051,10.50033090,45.57983780,"{'type': 'Point', 'coordinates': [10.5003309, 45.5798378]}",2,
14603,Radiazione Globale,W/m²,1379,Gargnano,984,BS,2015-07-15T00:00:00.000,N,5065317,625847,10.61740677,45.72996009,"{'type': 'Point', 'coordinates': [10.61740677, 45.72996009]}",2,
6431,Radiazione Globale,W/m²,594,Bergamo v.Goisis,290,BG,1996-09-13T00:00:00.000,N,5062715,553620,9.68896994,45.71591825,"{'type': 'Point', 'coordinates': [9.68896994, 45.71591825]}",1,
17509,Direzione Vento,°,816,Sermide e Felonica SP 91,10,MN,2018-10-21T00:00:00.000,N,4987208,680433,11.28993625,45.01536422,"{'type': 'Point', 'coordinates': [11.28993625, 45.01536422]}",,
6046,Direzione Vento,°,535,Lacchiarella v.Molise,97,MI,1999-01-01T00:00:00.000,N,5019010,510542,9.13452950,45.32452314,"{'type': 'Point', 'coordinates': [9.1345295, 45.32452314]}",8,
8140,Temperatura,°C,876,Caino,428,BS,2001-02-01T00:00:00.000,N,5051536,603100,10.32222392,45.60972056,"{'type': 'Point', 'coordinates': [10.32222392, 45.60972056]}",2,
4018,Umidità Relativa,%,142,Caiolo,274,SO,2002-05-24T00:00:00.000,N,5111566,561195,9.79251888,46.15492316,"{'type': 'Point', 'coordinates': [9.79251888, 46.15492316]}",7,
7030,Umidità Relativa,%,687,Ferno v.Di Dio,215,VA,2006-11-05T00:00:00.000,N,5051773,481053,8.75697656,45.61924753,"{'type': 'Point', 'coordinates': [8.75697656, 45.61924753]}",3,
8120,Livello Idrometrico,cm,868,Lesmo Peregallo,180,MB,1998-07-24T00:00:00.000,N,5053558,523312,9.29910483,45.63518697,"{'type': 'Point', 'coordinates': [9.29910483, 45.63518697]}",5,
10773,Umidità Relativa,%,35,Caspoggio Piazzo Cavalli,1719,SO,2021-02-13T00:00:00.000,N,5122179,567130,9.87088700,46.24987200,"{'type': 'Point', 'coordinates': [9.870887, 46.249872]}",7,
10467,Radiazione Globale,W/m²,1266,Bertonico v.Moro,65,LO,2009-03-03T00:00:00.000,N,5009105,552297,9.66625758,45.23349689,"{'type': 'Point', 'coordinates': [9.66625758, 45.23349689]}",8,
6788,Direzione Vento,°,653,Brescia v.Ziziola,125,BS,1997-10-15T00:00:00.000,N,5040836,595170,10.21846492,45.51456611,"{'type': 'Point', 'coordinates': [10.21846492, 45.51456611]}",2,
2002,Umidità Relativa,%,100,Milano Lambrate,120,MI,2001-06-29T00:00:00.000,N,5038171,520120,9.25751540,45.49677982,"{'type': 'Point', 'coordinates': [9.2575154, 45.49677982]}",8,
22002,Altezza Neve,cm,1890,Tavernole sul Mella Monte Guglielmo,1790,BS,2019-11-06T00:00:00.000,N,5067376,591417,10.17540709,45.75389593,"{'type': 'Point', 'coordinates': [10.17540709, 45.75389593]}",2,
8200,Temperatura,°C,865,Cantù Asnago,244,CO,2003-04-29T00:00:00.000,N,5062780,507811,9.10037269,45.71853181,"{'type': 'Point', 'coordinates': [9.10037269, 45.71853181]}",3,
9091,Precipitazione,mm,1211,Castronno,379,VA,2004-01-01T00:00:00.000,N,5066146,486058,8.82076322,45.74873297,"{'type': 'Point', 'coordinates': [8.82076322, 45.74873297]}",3,
19294,Umidità Relativa,%,1514,Carenno centro sportivo,633,LC,2018-05-08T00:00:00.000,N,5072042,536210,9.46596925,45.80099390,"{'type': 'Point', 'coordinates': [9.46596925, 45.8009939]}",5,
14501,Umidità Relativa,%,1371,Brembilla,468,BG,2013-03-19T00:00:00.000,N,5073646,547333,9.60925258,45.81475229,"{'type': 'Point', 'coordinates': [9.60925258, 45.81475229]}",1,
14242,Temperatura,°C,1345,Piazzatorre,966,BG,2012-10-13T00:00:00.000,N,5093546,553689,9.69328479,45.99338359,"{'type': 'Point', 'coordinates': [9.69328479, 45.99338359]}",1,
2485,Temperatura,°C,136,Persico Dosimo,44,CR,1993-01-01T00:00:00.000,N,5003424,582100,10.04494440,45.17951839,"{'type': 'Point', 'coordinates': [10.0449444, 45.17951839]}",4,
16,Livello Idrometrico,cm,9,Sondrio Ponte Eifell,300,SO,1989-03-24T00:00:00.000,N,5113305,566873,9.86629046,46.17003911,"{'type': 'Point', 'coordinates': [9.86629046, 46.17003911]}",7,
2005,Direzione Vento,°,100,Milano Lambrate,120,MI,2001-06-29T00:00:00.000,N,5038171,520120,9.25751540,45.49677982,"{'type': 'Point', 'coordinates': [9.2575154, 45.49677982]}",8,
2091,Direzione Vento,°,106,Varzi Nivione,500,PV,2001-05-15T00:00:00.000,N,4961571,514194,9.17949163,44.80739989,"{'type': 'Point', 'coordinates': [9.17949163, 44.80739989]}",6,
8157,Temperatura,°C,817,Pavia SS 35,71,PV,2000-05-04T00:00:00.000,N,5003026,511523,9.14666412,45.18062204,"{'type': 'Point', 'coordinates': [9.14666412, 45.18062204]}",6,
14304,Livello Idrometrico,cm,1349,Rivolta d'Adda SP 4,106,CR,2012-10-23T00:00:00.000,N,5035962,538944,9.49827164,45.47610117,"{'type': 'Point', 'coordinates': [9.49827164, 45.47610117]}",4,
12026,Umidità Relativa,%,1297,Spinadesco v.Battisti,48,CR,2011-02-03T00:00:00.000,N,5000087,573153,9.93059842,45.15047339,"{'type': 'Point', 'coordinates': [9.93059842, 45.15047339]}",4,
9396,Umidità Relativa,%,1201,Canevino,455,PV,2008-12-17T00:00:00.000,N,4975743,521751,9.27567400,44.93479528,"{'type': 'Point', 'coordinates': [9.275674, 44.93479528]}",6,
8383,Livello Idrometrico,cm,871,Olginate S.Maria Lavello,198,LC,1998-07-24T00:00:00.000,N,5070743,533433,9.43014467,45.78944383,"{'type': 'Point', 'coordinates': [9.43014467, 45.78944383]}",5,
8179,Precipitazione,mm,895,Soncino v. Brescia,87,CR,2000-01-01T00:00:00.000,N,5027680,569678,9.89027567,45.39916950,"{'type': 'Point', 'coordinates': [9.89027567, 45.3991695]}",4,
9015,Temperatura,°C,1229,Gandellino Grabiasca,738,BG,2004-01-01T00:00:00.000,N,5095336,573386,9.94787769,46.00767519,"{'type': 'Point', 'coordinates': [9.94787769, 46.00767519]}",1,
12724,Precipitazione,mm,1899,Bereguardo Fornasetta,95,PV,2020-08-11T00:00:00.000,N,5012143,501719,9.02191087,45.26278148,"{'type': 'Point', 'coordinates': [9.02191087, 45.26278148]}",6,
19115,Velocità Vento,m/s,706,Lecco v.Sora,272,LC,2013-12-17T00:00:00.000,N,5078987,531045,9.39995481,45.86375372,"{'type': 'Point', 'coordinates': [9.39995481, 45.86375372]}",5,
9114,Precipitazione,mm,1228,Goito,30,MN,2004-03-11T00:00:00.000,N,5013581,630514,10.66359803,45.26361744,"{'type': 'Point', 'coordinates': [10.66359803, 45.26361744]}",4,
2140,Precipitazione,mm,110,Gonzaga Palidano,22,MN,1994-01-03T00:00:00.000,N,4980052,638675,10.75828107,44.96037167,"{'type': 'Point', 'coordinates': [10.75828107, 44.96037167]}",4,
17464,Radiazione Globale,W/m²,58,Carona Lago Fregabolgia,1955,BG,2018-10-21T00:00:00.000,N,5097125,566799,9.86305936,46.02444861,"{'type': 'Point', 'coordinates': [9.86305936, 46.02444861]}",1,
19352,Velocità Vento,m/s,1560,Padenghe sul Garda v.Fondrini,187,BS,2016-02-19T00:00:00.000,N,5041631,617629,10.50612000,45.51828600,"{'type': 'Point', 'coordinates': [10.50612, 45.518286]}",2,
14478,Temperatura,°C,1367,Bagolino SP669,775,BS,2012-12-12T00:00:00.000,N,5077140,612773,10.45219900,45.83860244,"{'type': 'Point', 'coordinates': [10.452199, 45.83860244]}",2,
8230,Precipitazione,mm,900,Chiari,140,BS,2003-06-20T00:00:00.000,N,5041392,573236,9.93777821,45.52222206,"{'type': 'Point', 'coordinates': [9.93777821, 45.52222206]}",2,
8384,Livello Idrometrico,cm,873,Ponti sul Mincio Monzambano,62,MN,2001-02-01T00:00:00.000,N,5027985,633560,10.70629600,45.39264211,"{'type': 'Point', 'coordinates': [10.706296, 45.39264211]}",4,
